id;title;NF_inlink_ratio;NF_outlink_ratio;MW_generality
35803;1780;0.000062;0.000044;0.5625
35738;1779;0.000051;0.000046;0.5625
35814;1778;0.00006;0.000052;0.5625
35815;1777;0.000062;0.000087;0.5625
8380114;1776;0.000078;0.000063;0.5625
35816;1775;0.000067;0.000065;0.5625
34901;1774;0.000053;0.000047;0.5625
35817;1773;0.000052;0.000052;0.5625
35818;1772;0.000053;0.000034;0.5625
35675;1771;0.000048;0.000039;0.5625
35076;1770;0.000062;0.000049;0.5625
35819;1769;0.000044;0.000044;0.5625
35820;1768;0.000056;0.000046;0.5625
35230;1767;0.000038;0.000031;0.5625
35821;1766;0.000049;0.000038;0.5625
34870;1765;0.000044;0.000043;0.5625
34720;1764;0.000049;0.000039;0.5625
35822;1763;0.000051;0.000039;0.5625
34977;1762;0.000046;0.000037;0.5625
35823;1761;0.000039;0.000033;0.5625
35824;1760;0.000047;0.000033;0.5625
35826;1759;0.000046;0.000049;0.5625
35408;1758;0.000044;0.000109;0.5625
34900;1757;0.000048;0.000044;0.5625
34589;1756;0.000036;0.000031;0.5625
34961;1755;0.000046;0.000037;0.5625
34899;1754;0.000045;0.000041;0.5625
35827;1753;0.000033;0.000029;0.5625
34869;1752;0.000044;0.000029;0.5625
35828;1751;0.000041;0.000028;0.5625
102930;zambezi;0.000118;0.000064;0.625
1963170;terik people;0.000003;0.000006;0.6875
1406945;suburbs of johannesburg;0.000017;0.000047;0.5
27067;sub-saharan africa;0.000318;0.00017;0.5625
459850;southern africa;0.000242;0.000019;0.5
1955021;northwest africa;0.000013;0.000004;0.5625
21714;north africa;0.001173;0.000046;0.5
21244;nile;0.000532;0.000065;0.5
21437;niger river;0.000162;0.000028;0.5
515538;mount nyiragongo;0.00001;0.000012;0.5625
159461;mount kilimanjaro;0.000134;0.000016;0.625
4335118;list of sovereign states and dependent territories in africa;0.000008;0.000007;0.5625
72979;lake victoria;0.000144;0.000041;0.625
498321;lake turkana;0.000039;0.000034;0.5625
61943;lake malawi;0.000086;0.000024;0.5625
511846;lake kivu;0.000027;0.000012;0.5625
632358;lake kariba;0.000017;0.000009;0.5625
511863;lake edward;0.000017;0.000007;0.5625
341943;lake albert africa;0.000023;0.000008;0.5625
62142;horn of africa;0.000178;0.000103;0.6875
350679;hiv/aids in africa;0.000025;0.000024;0.75
6435417;golden gate highlands national park;0.000006;0.000016;0.625
1854;geography of africa;0.000002;0.000034;0.5625
402075;el aaiun;0.0;0.000005;0.5
260987;east africa;0.000536;0.000067;0.5625
65643;demographics of south africa;0.00002;0.000031;0.6875
6020545;demographics of africa;0.000002;0.000049;0.6875
2607984;culture of the democratic republic of the congo;0.000001;0.00002;0.6875
44361;congo river;0.000153;0.000032;0.5
928289;bushbuck;0.00003;0.000006;0.5625
4121;bantu peoples;0.000089;0.000018;0.5625
56597;antananarivo;0.000099;0.000012;0.5625
512047;african great lakes;0.000046;0.000012;0.625
34385;yeast;0.000286;0.000088;0.6875
32509;vitamin c;0.00018;0.000087;0.625
167276;vineyard;0.000295;0.000015;0.6875
216143;sustainable agriculture;0.000086;0.000045;0.6875
13873779;sugarcane;0.000612;0.000041;0.625
50245;sugar beet;0.00014;0.00004;0.6875
2167405;shrimp farm;0.000015;0.000058;0.5625
82420;sesame;0.000107;0.000035;0.6875
24096;plough;0.000176;0.00003;0.625
25142;pig;0.00041;0.000023;0.625
42200;peanuts;0.000198;0.000084;0.6875
772405;harvest;0.000116;0.00001;0.6875
19167553;goat;0.000505;0.000066;0.6875
36581;fishing;0.001004;0.000072;0.625
37401;fertilizer;0.000354;0.000044;0.625
59790;farm;0.000375;0.000028;0.75
449934;dairy farming;0.000139;0.000025;0.625
194883;cymbopogon;0.000037;0.000014;0.625
167906;cultivar;0.000573;0.000018;0.6875
247388;combine harvester;0.000047;0.000013;0.5625
6700;cereal;0.0005;0.000023;0.6875
26051975;cattle;0.001023;0.000074;0.625
758445;baler;0.000018;0.000014;0.625
903;arable land;0.000291;0.00001;0.625
26769;south america;0.003044;0.000091;0.6875
358810;paricutin;0.0;0.000005;0.625
80019;machu picchu;0.000069;0.000025;0.625
4337339;list of sovereign states and dependent territories in south america;0.000002;0.000011;0.5625
18524;latin america;0.00174;0.000175;0.75
159765;lake titicaca;0.00008;0.000025;0.625
42821;la paz;0.000201;0.000028;0.5625
350666;kilauea;0.0;0.000019;0.5625
5182370;crime in mexico;0.000003;0.000022;0.6875
493636;colima volcano;0.000004;0.000006;0.5625
4460850;cape horn;0.00022;0.000033;0.6875
1354;andes;0.000793;0.000092;0.6875
1701;amazon river;0.000298;0.000046;0.5
48139;amazon rainforest;0.000292;0.000026;0.625
15440316;wind;0.00026;0.000098;0.75
418456;weather map;0.000011;0.000014;0.6875
33978;weather;0.000249;0.000048;0.5
33306;water;0.001388;0.000146;0.75
37530;tornado;0.000438;0.000058;0.6875
30718;tide;0.000375;0.000066;0.6875
316798;temperature record of the past 1000 years;0.000007;0.000009;0.5625
27979;sunlight;0.00024;0.000047;0.75
299024;solar variation;0.000042;0.000027;0.6875
206555;solar cycle;0.000037;0.000024;0.75
28982;snowball earth;0.000025;0.000058;0.6875
28191;snow;0.000331;0.000049;0.625
343225;sea ice;0.000084;0.000015;0.75
44179;satellite temperature measurements;0.000008;0.000015;0.5625
4804597;retreat of glaciers since 1850;0.000032;0.000055;0.625
3871014;rainbow;0.000096;0.000052;0.75
19009110;rain;0.000368;0.000068;0.5625
598434;post-glacial rebound;0.000053;0.000029;0.625
22718;ozone;0.000154;0.000078;0.75
348869;north atlantic oscillation;0.000017;0.000015;0.625
372608;milankovitch cycles;0.000032;0.000018;0.6875
19904;meteorology;0.000541;0.000062;0.625
37053;maunder minimum;0.000012;0.000007;0.6875
36786;little ice age;0.000063;0.000038;0.5625
426456;ice core;0.000046;0.00003;0.6875
15361;ice age;0.00054;0.000055;0.625
21350772;greenhouse gas;0.000478;0.000039;0.75
12395;greenhouse effect;0.000068;0.000013;0.6875
164600;global climate model;0.000036;0.000038;0.6875
231504;glaciology;0.000048;0.000016;0.625
4652664;eye cyclone;0.00018;0.000021;0.625
10531;el nino-southern oscillation;0.0;0.000038;0.6875
3983509;effect of sun angle on climate;0.000007;0.000007;0.6875
202898;atmosphere of earth;0.000468;0.000038;0.6875
37335;drought;0.000339;0.000041;0.75
42806;cyclone;0.000144;0.000037;0.75
47515;cloud;0.000126;0.000046;0.5625
47513;climate model;0.000031;0.000016;0.6875
4816;biosphere;0.000102;0.00002;0.75
3201;attribution of recent climate change;0.000014;0.000043;0.6875
504379;western roman empire;0.000237;0.000086;0.625
10874;west flemish;0.000019;0.000006;0.6875
63639;volga river;0.000288;0.000062;0.5
4677572;trabancos;0.000001;0.00004;0.5625
27441;svalbard;0.000149;0.000056;0.5625
28876;surtsey;0.00001;0.000026;0.5625
17796960;south guelderish;0.000009;0.000002;0.6875
28377;santorini;0.000083;0.000056;0.5
539950;rondane national park;0.000015;0.000023;0.625
25845;rhine;0.000962;0.000153;0.5625
1044491;palio di siena;0.000009;0.000012;0.6875
46817;mount vesuvius;0.000131;0.000057;0.625
42012;macedonia ancient kingdom;0.000357;0.000052;0.625
324164;enlargement of the european union;0.000069;0.000044;0.5625
163701;las palmas de gran canaria;0.000122;0.000019;0.5625
780214;keurusselka;0.0;0.000011;0.5625
780176;karikkoselka;0.0;0.000004;0.5625
15673;jan mayen;0.000047;0.000029;0.5625
216346;giant's causeway;0.000042;0.000022;0.625
156486;geography of ireland;0.000014;0.000077;0.5625
185219;funchal;0.000099;0.000026;0.5
1521453;ferdinandea;0.000004;0.000018;0.625
11519;fair isle;0.00002;0.000016;0.5625
3282433;evanton;0.000009;0.000014;0.375
9239;europe;0.010739;0.000182;0.8125
1558354;demographics of europe;0.000008;0.000026;0.6875
21209639;danube;0.000992;0.000068;0.625
18933194;bratislava;0.000602;0.00009;0.5625
779918;boltysh crater;0.000001;0.000006;0.6875
181903;bear island norway;0.00002;0.000031;0.5625
1025144;akrotiri and dhekelia;0.000053;0.000015;0.6875
56870;yenisei river;0.00008;0.00002;0.5
50819;yellow river;0.000245;0.000047;0.5
6613;yangtze river;0.000408;0.000086;0.5
236177;varanasi;0.000385;0.000089;0.6875
31259;tigris;0.0002;0.000014;0.625
57533;tashkent;0.000264;0.000051;0.5625
28679;sumatra;0.000703;0.000035;0.5
140372;sikkim;0.00029;0.000093;0.625
956560;sakurajima;0.000011;0.000008;0.625
47948;pyongyang;0.000261;0.000034;0.5625
18691354;patna;0.000245;0.000065;0.5
261980;negros oriental;0.000045;0.000033;0.5
1354151;nathu la;0.000012;0.000034;0.5625
749628;mount unzen;0.000012;0.000011;0.5625
500560;mount pinatubo;0.000058;0.000052;0.625
19004;moscow;0.004223;0.000144;0.5625
69147;mekong;0.000204;0.000061;0.6875
844184;malwa;0.000135;0.000076;0.5625
19068;macau;0.000773;0.000059;0.6875
4338045;list of sovereign states and dependent territories in asia;0.000006;0.000009;0.5625
238741;lhasa;0.000196;0.000063;0.625
97905;lake vostok;0.000012;0.00002;0.6875
18318;lake toba;0.000028;0.000018;0.5625
56865;lake baikal;0.000127;0.000038;0.6875
16854;kuala lumpur;0.000999;0.000098;0.5625
17276;krakatoa;0.000045;0.000032;0.5625
1670498;koryaksky;0.000003;0.000008;0.5625
56274;kochi;0.000412;0.000115;0.625
4349459;kerala;0.002288;0.000173;0.625
17337;kashmir;0.000561;0.000063;0.625
203860;isan;0.000082;0.000083;0.5
15490;indus river;0.000364;0.000061;0.625
37966;himalayas;0.000868;0.000101;0.6875
56667;hanoi;0.000494;0.000031;0.5625
426047;gyeongju;0.000087;0.000091;0.4375
49824;grand canal china;0.000046;0.000043;0.625
197451;goa;0.000591;0.000124;0.6875
14597;geography of india;0.000006;0.000078;0.5625
1344726;gangtok;0.00003;0.000063;0.5625
12448;ganges;0.000381;0.000086;0.625
8630;diego garcia;0.000082;0.000079;0.6875
183522;brahmaputra river;0.000143;0.000018;0.625
1671553;avachinsky;0.000002;0.000007;0.5625
689;asia;0.003349;0.000093;0.6875
89811;angkor;0.000076;0.000049;0.5625
3953131;andriyivskyy descent;0.000004;0.000016;0.625
57709;amur river;0.000118;0.000029;0.5
234237;yorkshire dales;0.000112;0.000031;0.625
36637;yorkshire;0.00142;0.000186;0.375
33658;wessex;0.000287;0.000064;0.6875
181811;watling street;0.00009;0.00004;0.5625
69894;wales;0.004829;0.000251;0.625
62107;trafalgar square;0.00017;0.000045;0.625
150379;the fens;0.000091;0.000062;0.625
89466;the broads;0.000059;0.000059;0.625
2318782;terminology of the british isles;0.000009;0.000121;0.6875
58882;stratford-upon-avon;0.000239;0.000045;0.6875
522530;stornoway;0.000069;0.000037;0.5625
27633;stonehenge;0.00019;0.000062;0.5625
308726;st michael's mount;0.000024;0.000029;0.5
3103903;st buryan;0.000019;0.000059;0.5
37729;snowdonia;0.000113;0.000026;0.6875
28916;shetland;0.000356;0.000089;0.625
132757;severn crossing;0.000003;0.000005;0.4375
28894;scottish highlands;0.000456;0.00007;0.625
26994;scotland;0.009984;0.000199;0.6875
210366;royal parks of london;0.000011;0.00001;0.5625
25655;rockall;0.000036;0.000047;0.6875
456679;rock of gibraltar;0.000037;0.000026;0.625
49031;river thames;0.000972;0.000154;0.625
50807;river severn;0.000215;0.000062;0.625
254092;regent's park;0.000102;0.000032;0.6875
229188;piccadilly circus;0.000053;0.000039;0.6875
319178;pennine way;0.000037;0.000024;0.5
55130;peak district;0.000168;0.000104;0.625
40410;outer hebrides;0.000209;0.000078;0.625
22645;orkney;0.000408;0.00009;0.625
21265;northern ireland;0.003291;0.000132;0.6875
37605;norfolk;0.001175;0.000098;0.5
579839;new forest;0.000124;0.000051;0.625
44592;national parks of england and wales;0.000029;0.000032;0.625
368568;morecambe bay;0.000042;0.000012;0.5625
401419;moorgate;0.000017;0.000027;0.5625
277049;mendip hills;0.000093;0.000072;0.5625
69841;london zoo;0.000066;0.000071;0.625
13595;london heathrow airport;0.000388;0.000074;0.5625
30372;london eye;0.000047;0.000015;0.625
1670077;list of locks on the kennet and avon canal;0.000017;0.000028;0.4375
20556836;loch ness;0.000055;0.000011;0.625
143752;lake district;0.000314;0.00009;0.625
241964;jersey zoological park;0.000015;0.000051;0.5625
15693;jersey;0.000414;0.000076;0.5625
17166443;isles of scilly;0.000162;0.000058;0.625
15102;isle of wight;0.000619;0.000103;0.5
14727;isle of man;0.000761;0.000078;0.6875
23248420;irish sea;0.000216;0.000067;0.5625
143579;inner hebrides;0.000069;0.000068;0.625
211289;hyde park london;0.000197;0.000027;0.6875
14155;hebrides;0.000137;0.000054;0.625
245977;hampstead heath;0.00005;0.000031;0.5625
13861;hampshire;0.001265;0.000099;0.4375
12166;guernsey;0.000314;0.000055;0.5625
7607314;gibraltar;0.000922;0.000102;0.6875
189710;fosse way;0.000053;0.000031;0.625
17238607;faroe islands;0.000492;0.000077;0.5625
273436;exmoor;0.000083;0.000072;0.625
181909;ermine street;0.000049;0.000021;0.5
9316;england;0.028593;0.000317;0.6875
37589;dorset;0.000869;0.00013;0.4375
8167;dartmoor;0.000142;0.000058;0.6875
2520603;cuckmere haven;0.000003;0.000017;0.5
1126812;cross fell;0.000007;0.000008;0.4375
6902;cotswolds;0.000143;0.000035;0.5
293651;chiltern hills;0.000087;0.00007;0.5
1106093;chew valley lake;0.000012;0.000046;0.5625
4047065;chew valley;0.000015;0.00006;0.5
751353;chew magna;0.000011;0.000029;0.5
5643;channel islands;0.000328;0.000052;0.625
3736;british isles;0.000524;0.0001;0.5625
4917;ben nevis;0.000038;0.00003;0.625
1046206;yarralumla australian capital territory;0.00001;0.000029;0.625
33199;wallis and futuna;0.00009;0.000023;0.5625
32443;vanuatu;0.000383;0.000062;0.6875
30227;tuvalu;0.000236;0.000065;0.6875
30148;tokelau;0.000092;0.000044;0.6875
950311;the catlins;0.000019;0.000049;0.5625
911215;summer hill new south wales;0.000014;0.000033;0.5
23382;palmyra atoll;0.000041;0.000019;0.625
23372;palau;0.000442;0.000042;0.6875
22621;oceania;0.000528;0.000031;0.6875
21402;northern mariana islands;0.000213;0.000039;0.6875
21228;niue;0.000149;0.000047;0.6875
21342;new caledonia;0.000676;0.000058;0.5625
21302;nauru;0.000237;0.000049;0.6875
19811;murray river;0.000174;0.000035;0.5
3024284;mount osmond south australia;0.000003;0.000021;0.5
19250;midway atoll;0.000224;0.000035;0.6875
19147;marshall islands;0.000509;0.000044;0.6875
584593;lake burley griffin;0.000032;0.000027;0.5625
16674;kiribati;0.000211;0.000046;0.6875
15704;johnston atoll;0.000084;0.000019;0.625
15683;jarvis island;0.000022;0.000019;0.625
13414;howland island;0.000029;0.00002;0.625
11974;guam;0.001122;0.000068;0.6875
70983;great barrier reef;0.000135;0.000046;0.625
11448;federated states of micronesia;0.000167;0.000027;0.6875
49860;fauna of australia;0.000017;0.000115;0.625
321581;darling river;0.000046;0.000021;0.5
776265;caroline island;0.000007;0.000027;0.5625
3453;baker island;0.000028;0.000013;0.625
18660332;auckland;0.001387;0.000089;0.5
31232;tripoli;0.000418;0.000048;0.625
31453;tel aviv;0.001035;0.000121;0.5
57654;tehran;0.001107;0.000094;0.5625
325363;sahara;0.000464;0.000075;0.625
51554;riyadh;0.00031;0.000031;0.5625
26191;red sea;0.000595;0.000065;0.625
57053;muscat oman;0.000143;0.000053;0.625
346014;maghreb;0.000204;0.000043;0.5625
57021;kuwait city;0.000119;0.000016;0.5625
47910;jordan river;0.000189;0.000028;0.625
16043;jerusalem;0.002295;0.000137;0.6875
39715;fertile crescent;0.000065;0.000026;0.625
10221;euphrates;0.000289;0.000046;0.625
26214389;doha;0.000328;0.000045;0.5625
8914;damascus;0.000807;0.000116;0.5625
6293;cairo;0.001434;0.000113;0.625
37428;beirut;0.000907;0.000063;0.6875
4492;baghdad;0.001223;0.000074;0.6875
686009;white cliffs of dover;0.000029;0.000017;0.5
18581463;water resources;0.000061;0.000045;0.6875
1864331;water content;0.000041;0.000017;0.6875
32571;volcano;0.000926;0.000084;0.6875
1615558;volcanic pipe;0.000008;0.000006;0.625
133260;uluru;0.000062;0.000033;0.6875
29989;triassic;0.000346;0.000039;0.4375
28742;supercontinent;0.000069;0.000008;0.6875
57885;soil retrogression and degradation;0.000012;0.000008;0.625
303350;soil structure;0.000017;0.000001;0.75
59413;soil science;0.000047;0.000033;0.6875
64599;soil salinity;0.000073;0.000009;0.6875
106001;soil ph;0.000033;0.000018;0.6875
1522331;soil horizon;0.000024;0.000008;0.75
1118840;soil classification;0.000021;0.00001;0.625
37738;soil;0.000557;0.000069;0.75
26904;silurian;0.000214;0.000026;0.4375
44412;sedimentary rock;0.000315;0.000091;0.6875
60343;sediment;0.000321;0.000024;0.6875
255244;seawater;0.000203;0.000018;0.625
928368;sandur;0.00003;0.000006;0.625
18994037;sand;0.000412;0.000026;0.6875
199661;rock geology;0.000467;0.000015;0.75
18842395;river;0.002367;0.000059;0.625
23645;precambrian;0.000191;0.000025;0.5625
23291;pliocene;0.000265;0.000038;0.375
24944;plate tectonics;0.000326;0.00008;0.6875
2910801;petroleum reservoir;0.000044;0.000012;0.5625
23226;permian;0.000271;0.000036;0.4375
522347;pelagic zone;0.000152;0.00002;0.6875
59408;pedology soil study;0.000026;0.000018;0.6875
18953024;paleocene;0.000183;0.000033;0.5
497756;oxbow lake;0.000061;0.000014;0.6875
22265;ordovician;0.000236;0.000048;0.4375
22286;oligocene;0.000247;0.000025;0.375
44044;oceanography;0.000262;0.000036;0.625
18842359;ocean;0.000392;0.000051;0.6875
361028;nitrification;0.000016;0.000009;0.75
58921;natural disaster;0.000147;0.000036;0.6875
37754;mountain;0.001642;0.000038;0.6875
19011;miocene;0.000491;0.000026;0.375
44424;metamorphic rock;0.000187;0.000028;0.6875
3335767;meander;0.000126;0.000017;0.625
37508;magma;0.000205;0.000024;0.6875
18444;loch;0.000099;0.000012;0.6875
205135;landscape;0.000229;0.000019;0.6875
15655;jurassic;0.000428;0.000036;0.4375
14734;iron;0.001173;0.000107;0.8125
24712184;igneous rock;0.00024;0.00005;0.6875
1810163;iceland hotspot;0.000006;0.00001;0.5625
13435;hydrology;0.000183;0.000035;0.6875
13607;humus;0.000066;0.000024;0.6875
2068726;history of the earth;0.000034;0.00012;0.75
19389113;gondwana;0.000191;0.000029;0.625
621004;geology of the grand canyon area;0.000008;0.000048;0.5
12207;geology;0.000937;0.000104;0.625
12967;geologic time scale;0.000149;0.000026;0.6875
1239619;galeras;0.000007;0.000008;0.5625
10958;fossil;0.001195;0.000058;0.75
182787;fault geology;0.000323;0.000016;0.625
1533051;eruption column;0.000015;0.00001;0.625
9696;erosion;0.000577;0.000035;0.6875
9419;eocene;0.000436;0.000037;0.5
7890;dune;0.000315;0.000055;0.5625
7992;devonian;0.000328;0.000045;0.4375
18955999;desert;0.000479;0.000065;0.6875
1579326;decade volcanoes;0.000008;0.000021;0.5625
145700;crust geology;0.000136;0.000021;0.6875
5787;cretaceoustertiary extinction event;0.0;0.000069;0.6875
5615;cretaceous;0.000693;0.000065;0.5
673743;craton;0.000052;0.000015;0.625
673768;continental crust;0.000054;0.000015;0.6875
36980;clay;0.000555;0.000027;0.8125
